word,machado_fl,mac_morpho_fl,floresta_fl,genesis_fl,unitex-PB_fl,Manual Label
pega,Y,Y,Y,Y,Y,Y
Pele,N,N,Y,Y,N,N
pelota,Y,Y,N,N,Y,Y
peludo,Y,Y,N,N,Y,Y
pen,Y,Y,Y,Y,N,N
penal,Y,Y,N,N,Y,Y
penalty,Y,Y,Y,Y,N,N
Penelope,Y,Y,Y,Y,N,N
penis,N,N,N,N,N,Y
penta,N,N,N,N,Y,Y
Pentecostal,N,N,N,N,N,Y
people,Y,N,N,N,N,N
pepino,N,Y,N,N,Y,Y
pepperoni,Y,Y,Y,Y,N,N
per,Y,Y,N,N,Y,Y
Perca,N,Y,Y,Y,N,N
percentual,N,Y,Y,N,Y,Y
Percival,Y,Y,Y,Y,N,N
Percy,Y,N,Y,Y,N,N
peres,Y,Y,Y,Y,N,N
perfect,Y,Y,Y,N,N,N
performance,N,Y,Y,N,Y,Y
perfume,Y,Y,Y,N,Y,Y
perianal,Y,Y,Y,Y,N,N
Pericles,Y,Y,Y,Y,N,N
Perla,Y,Y,Y,Y,N,N
peroba,N,N,N,N,Y,Y
perry,Y,Y,Y,Y,N,N
persona,Y,N,Y,Y,N,N
personal,N,Y,N,N,N,Y
Peru,N,N,N,Y,N,N
pes,N,N,N,N,N,Y
pesa,Y,Y,N,Y,Y,Y
peso,Y,Y,Y,Y,Y,Y
peste,Y,Y,N,N,Y,Y
pet,Y,Y,Y,Y,N,N
Peter,Y,N,Y,Y,N,N
petition,Y,Y,Y,Y,N,N
Phil,N,N,Y,Y,N,N
Philippe,N,N,Y,Y,N,N
Philippines,Y,Y,Y,Y,N,N
Phill,Y,Y,Y,Y,N,N
Phillip,Y,N,Y,Y,N,N
Phineas,Y,Y,Y,Y,N,N
Phoenix,Y,N,N,Y,N,N
photo,Y,Y,Y,Y,N,N
photograph,Y,Y,Y,Y,N,N
photographer,Y,Y,Y,Y,N,N
photography,Y,Y,Y,Y,N,N
phyton,Y,Y,Y,Y,N,N
pi,N,N,N,N,N,Y
pia,Y,N,N,Y,Y,Y
piaba,N,N,N,N,Y,Y
piano,Y,Y,Y,N,Y,Y
pic,N,Y,Y,Y,N,N
pica,Y,N,N,N,Y,Y
pick,N,Y,Y,Y,N,N
pico,Y,Y,Y,N,Y,Y
picture,Y,Y,Y,Y,N,N
pie,Y,Y,Y,Y,N,N
pierce,Y,Y,Y,Y,N,N
piercing,N,N,N,N,N,Y
Pierre,N,N,Y,Y,N,N
Pierrot,Y,Y,Y,Y,N,N
Pieter,Y,N,Y,Y,N,N
pig,Y,Y,Y,Y,N,N
pika,Y,Y,Y,Y,N,N
pike,Y,Y,Y,Y,N,N
pilar,Y,N,N,N,Y,Y
pillow,Y,Y,Y,Y,N,N
Pilot,Y,Y,Y,Y,N,N
Pimenta,N,Y,N,N,N,Y
pin,Y,Y,Y,Y,N,N
pina,Y,Y,Y,Y,N,N
ping,Y,Y,Y,Y,N,N
pink,Y,Y,Y,Y,N,N
pino,Y,Y,N,N,Y,Y
pinta,Y,Y,N,Y,Y,Y
pintado,Y,Y,N,N,Y,Y
pinto,Y,Y,N,N,Y,Y
pintura,Y,Y,Y,N,Y,Y
pipa,Y,N,N,Y,Y,Y
pipe,Y,Y,Y,N,N,N
Piper,Y,Y,Y,Y,N,N
piperno,Y,Y,Y,Y,N,N
pipi,N,Y,N,N,Y,Y
pique,Y,Y,N,N,Y,Y
pir,Y,Y,Y,Y,N,N
piranha,N,Y,Y,N,Y,Y
pirate,Y,Y,Y,Y,N,N
Piro,N,N,N,N,N,Y
piscina,Y,Y,N,N,Y,Y
pisco,N,N,N,N,Y,Y
pise,Y,N,N,N,Y,Y
piso,Y,Y,Y,N,Y,Y
pit,Y,Y,Y,N,N,N
pita,N,Y,Y,Y,N,N
pitanga,Y,N,N,N,Y,Y
Pitta,N,N,Y,Y,N,N
pity,N,Y,Y,Y,N,N
pizza,N,Y,N,N,Y,Y
place,Y,Y,Y,N,N,N
placenta,N,N,N,N,Y,Y
plane,N,N,N,Y,Y,Y
planet,Y,Y,Y,Y,N,N
planeta,Y,Y,Y,N,Y,Y
planta,Y,Y,N,Y,Y,Y
plantar,Y,Y,N,N,Y,Y
plate,Y,Y,Y,N,N,N
platform,Y,Y,Y,Y,N,N
play,Y,N,Y,N,N,N
playback,Y,Y,Y,Y,N,N
playboy,Y,N,Y,Y,N,N
player,Y,Y,Y,Y,N,N
plaza,Y,Y,Y,Y,N,N
please,Y,N,Y,N,N,N
pleasure,Y,N,Y,N,N,N
plebe,Y,N,N,N,Y,Y
plenitude,Y,Y,Y,Y,Y,Y
pleura,N,N,N,Y,Y,Y
plot,Y,Y,Y,Y,N,N
plug,Y,Y,Y,Y,N,N
plural,Y,Y,N,N,Y,Y
plus,N,N,Y,N,N,N
Pluto,Y,Y,Y,Y,N,N
pneumonia,Y,Y,N,N,Y,Y
Po,Y,N,Y,Y,N,N
pocket,N,Y,Y,Y,N,N
poco,Y,N,N,N,N,Y
pod,N,N,N,N,N,N
poe,N,N,N,N,Y,Y
poem,Y,Y,Y,Y,N,N
poha,Y,Y,Y,Y,N,N
point,N,N,Y,N,N,N
pointer,Y,Y,Y,Y,N,N
poison,Y,Y,Y,Y,N,N
poisonous,Y,Y,Y,Y,N,N
poker,Y,N,N,N,N,Y
pol,Y,Y,Y,Y,N,N
polar,Y,N,N,N,Y,Y
Polaroid,Y,N,Y,Y,N,N
Pole,Y,Y,Y,Y,N,N
policial,Y,Y,Y,N,Y,Y
politico,N,N,N,N,Y,Y
politics,Y,Y,Y,Y,N,N
Poll,Y,Y,Y,Y,N,N
polo,N,Y,N,N,Y,Y
poly,Y,Y,Y,N,N,N
pom,Y,Y,Y,Y,N,N
pombo,Y,Y,N,N,Y,Y
poncho,N,Y,N,N,Y,Y
pong,Y,Y,Y,Y,N,N
pont,Y,Y,Y,Y,N,N
pontes,Y,Y,Y,N,Y,Y
ponto,Y,Y,Y,Y,Y,Y
poodle,Y,Y,Y,Y,N,N
pop,N,Y,Y,N,Y,Y
popcorn,Y,Y,Y,Y,N,N
pope,Y,Y,Y,Y,N,N
popular,Y,Y,Y,N,Y,Y
port,N,Y,Y,N,N,N
porta,Y,Y,Y,Y,Y,Y
portable,Y,Y,Y,Y,N,N
portal,Y,Y,Y,N,Y,Y
portfolio,N,Y,Y,N,N,Y
Portia,Y,Y,Y,Y,N,N
porto,Y,Y,Y,Y,Y,Y
Portugal,N,N,N,Y,N,N
Portuguese,Y,Y,Y,Y,N,N
pose,Y,Y,N,Y,Y,Y
poser,Y,Y,Y,N,N,N
posey,Y,Y,Y,Y,N,N
position,Y,N,Y,N,N,N
posse,Y,Y,Y,Y,Y,Y
possession,Y,Y,Y,N,N,N
post,N,N,Y,Y,N,N
postal,Y,Y,Y,N,Y,Y
posted,Y,Y,Y,Y,N,N
poster,N,Y,N,N,N,Y
potato,Y,Y,Y,Y,N,N
pote,Y,Y,N,N,Y,Y
potter,Y,Y,Y,Y,N,N
pour,N,N,Y,N,N,N
pow,Y,N,Y,N,N,N
power,Y,Y,Y,N,N,N
powered,Y,Y,Y,Y,N,N
pratique,N,N,N,N,Y,Y
preces,Y,Y,N,N,Y,Y
precis,Y,Y,Y,Y,N,N
precise,Y,Y,N,N,Y,Y
prejudicial,Y,Y,N,N,Y,Y
premiere,Y,Y,Y,Y,N,N
premium,Y,Y,Y,Y,N,N
prender,Y,Y,Y,N,Y,Y
prepare,Y,Y,N,N,Y,Y
present,Y,Y,Y,N,N,N
preside,Y,Y,Y,N,Y,Y
presidencia,N,N,N,N,N,Y
presidente,Y,Y,Y,N,Y,Y
press,Y,Y,Y,N,N,N
presto,Y,N,N,N,Y,Y
presume,Y,Y,N,N,Y,Y
pretty,Y,Y,Y,N,N,N
pretzel,N,N,N,N,N,Y
preview,Y,Y,Y,Y,N,N
Price,Y,N,Y,Y,N,N
priceless,Y,Y,Y,Y,N,N
priest,Y,Y,Y,N,N,N
prill,Y,Y,Y,Y,N,N
prim,N,N,N,N,N,N
prima,Y,Y,Y,N,Y,Y
primavera,Y,Y,N,N,Y,Y
prime,Y,Y,Y,Y,N,N
prince,Y,Y,Y,N,N,N
princess,Y,Y,Y,Y,N,N
principal,Y,Y,Y,N,Y,Y
print,Y,Y,Y,Y,N,N
prison,Y,Y,Y,N,N,N
priss,Y,Y,Y,Y,N,N
privilege,Y,Y,Y,Y,N,N
pro,N,Y,Y,Y,N,N
prob,Y,Y,Y,Y,N,N
problem,Y,Y,Y,Y,N,N
process,Y,Y,Y,N,N,N
procure,Y,Y,N,N,Y,Y
prod,Y,Y,Y,Y,N,N
produce,N,N,N,Y,N,Y
producer,Y,Y,Y,Y,N,N
prof,N,Y,N,N,N,Y
professor,Y,Y,Y,N,Y,Y
profile,Y,Y,Y,Y,N,N
profunda,Y,Y,Y,N,Y,Y
prog,Y,Y,Y,Y,N,N
program,Y,Y,Y,Y,N,N
project,Y,Y,Y,Y,N,N
promissor,N,Y,Y,N,Y,Y
promotor,Y,Y,N,N,Y,Y
pronto,Y,Y,Y,N,Y,Y
pronunciamento,Y,Y,Y,N,Y,Y
proo,Y,Y,Y,Y,N,N
prop,Y,Y,Y,Y,N,N
propaganda,Y,Y,Y,N,Y,Y
protege,Y,Y,Y,N,Y,Y
protocolar,N,Y,N,N,Y,Y
protogenes,Y,Y,Y,Y,N,N
prove,Y,N,Y,N,Y,Y
provedor,Y,Y,Y,N,Y,Y
proximo,N,N,N,N,N,Y
proxy,Y,Y,Y,Y,N,N
pseudo,N,N,N,N,Y,Y
psychologically,Y,Y,Y,Y,N,N
pu,N,Y,Y,N,N,N
pub,Y,Y,Y,Y,N,N
public,Y,Y,Y,Y,N,N
publisher,Y,Y,Y,Y,N,N
puff,N,N,N,N,N,Y
pule,Y,N,N,N,Y,Y
pump,Y,Y,Y,Y,N,N
punch,Y,N,Y,Y,N,N
punk,Y,Y,N,Y,N,N
punto,Y,Y,Y,Y,N,N
puppet,Y,Y,Y,Y,N,N
purge,Y,Y,Y,Y,N,N
purpose,Y,Y,Y,Y,N,N
pus,N,Y,Y,N,N,N
pussy,Y,Y,Y,Y,N,N
put,Y,Y,Y,N,N,N
python,Y,Y,Y,Y,N,N
qua,N,Y,Y,Y,N,N
quadra,Y,Y,Y,N,Y,Y
quaggy,Y,Y,Y,Y,N,N
quake,Y,Y,Y,Y,N,N
quale,Y,Y,Y,Y,N,N
quant,Y,Y,Y,N,N,N
quanta,N,N,Y,Y,N,N
quarter,Y,Y,Y,N,N,N
quarto,Y,Y,Y,Y,Y,Y
quata,Y,Y,Y,Y,N,N
queen,Y,N,Y,Y,N,N
queer,Y,Y,Y,Y,N,N
quest,N,Y,Y,Y,N,N
question,N,Y,Y,Y,N,N
quick,Y,Y,Y,Y,N,N
quinoa,Y,Y,Y,Y,N,N
quintal,Y,Y,N,N,Y,Y
quinto,Y,Y,Y,Y,Y,Y
quinze,Y,Y,Y,Y,Y,Y
quis,Y,Y,Y,N,Y,Y
Quixote,N,N,Y,Y,N,N
quiz,N,N,N,N,N,Y
quot,Y,Y,Y,Y,N,N
quota,Y,Y,Y,N,Y,Y
quote,N,N,N,N,N,Y
ra,N,Y,Y,N,N,N
Rabin,Y,N,N,Y,N,N
racer,Y,Y,Y,Y,N,N
racial,N,Y,Y,N,Y,Y
radar,N,Y,N,N,Y,Y
radical,Y,Y,Y,N,Y,Y
radio,N,N,N,N,Y,Y
radioactive,Y,Y,Y,Y,N,N
Rafael,N,N,Y,Y,N,N
rage,N,Y,Y,Y,N,N
Raia,N,Y,Y,N,N,Y
railer,Y,Y,Y,Y,N,N
rainbow,Y,Y,Y,N,N,N
Ralf,Y,Y,Y,Y,N,N
Ralph,Y,N,Y,Y,N,N
ram,Y,Y,Y,N,N,N
ramal,N,N,Y,Y,N,N
Rambo,Y,N,Y,Y,N,N
Ramon,Y,N,N,Y,N,N
rancho,Y,N,N,N,Y,Y
rancor,Y,Y,N,N,Y,Y
random,Y,Y,Y,Y,N,N
rank,Y,Y,Y,N,N,N
ranked,Y,Y,Y,Y,N,N
rap,N,Y,Y,N,Y,Y
Raphael,N,N,Y,Y,N,N
rapper,Y,N,Y,Y,N,N
rasa,Y,Y,N,Y,Y,Y
rascal,Y,Y,Y,Y,N,N
rasgado,Y,Y,Y,N,Y,Y
rata,N,Y,N,N,Y,Y
rather,Y,Y,Y,Y,N,N
Raul,N,N,Y,Y,N,N
rave,Y,Y,Y,Y,N,N
raven,Y,Y,Y,N,N,N
Ravi,Y,Y,Y,Y,N,N
ray,Y,Y,Y,Y,N,N
re,Y,Y,N,Y,Y,Y
read,Y,Y,Y,Y,N,N
reader,Y,Y,Y,Y,N,N
reading,Y,Y,Y,Y,N,N
real,Y,Y,Y,N,Y,Y
reality,Y,Y,Y,Y,N,N
realize,Y,N,N,N,Y,Y
really,Y,Y,Y,N,N,N
rebate,Y,Y,Y,N,Y,Y
rebater,Y,Y,Y,N,Y,Y
recall,Y,N,Y,Y,N,N
recent,Y,Y,Y,Y,N,N
recite,Y,N,N,N,Y,Y
reclama,Y,Y,Y,N,Y,Y
record,Y,Y,Y,Y,N,N
recut,Y,Y,Y,Y,N,N
red,Y,N,N,N,N,N
rede,Y,Y,Y,Y,Y,Y
redesign,N,N,N,N,N,Y
redirect,Y,Y,Y,Y,N,N
reel,Y,Y,Y,N,N,N
ref,N,N,N,N,N,Y
refer,N,N,N,N,N,Y
reflection,Y,Y,Y,Y,N,N
reformado,Y,Y,N,N,Y,Y
refugee,Y,Y,Y,Y,N,N
reg,Y,Y,Y,Y,N,N
regime,Y,Y,Y,N,Y,Y
regional,N,Y,Y,N,Y,Y
registrar,Y,Y,N,N,Y,Y
regular,Y,Y,Y,N,Y,Y
Reid,Y,N,Y,Y,N,N
reina,Y,Y,N,N,Y,Y
reis,Y,Y,Y,Y,Y,Y
rel,N,N,N,N,N,Y
relata,Y,Y,Y,N,Y,Y
relationship,Y,Y,Y,Y,N,N
relator,Y,Y,Y,N,Y,Y
relax,Y,Y,Y,Y,N,N
release,Y,N,Y,N,N,N
religion,Y,Y,Y,Y,N,N
remake,Y,N,N,Y,N,N
remember,Y,Y,Y,N,N,n
remix,Y,N,N,Y,N,N
remote,N,Y,N,N,N,Y
remove,N,N,N,Y,Y,Y
remover,Y,N,Y,N,Y,Y
Renaissance,Y,Y,Y,Y,N,N
renal,N,Y,Y,N,Y,Y
render,Y,Y,N,N,Y,Y
repeat,Y,N,Y,Y,N,N
replay,N,N,N,N,Y,N
reply,N,Y,Y,Y,N,N
report,Y,Y,Y,N,N,N
reporter,N,N,N,N,N,Y
reprime,Y,Y,N,N,Y,Y
reprise,Y,N,N,N,Y,Y
research,Y,Y,Y,Y,N,N
reserve,Y,Y,N,N,Y,Y
reset,Y,N,Y,Y,N,N
resident,Y,Y,Y,Y,N,N
resolve,Y,Y,Y,N,Y,Y
resolver,Y,Y,Y,N,Y,Y
resp,Y,Y,Y,Y,N,N
respond,Y,Y,Y,Y,N,N
responde,Y,Y,N,N,Y,Y
responder,Y,Y,Y,Y,Y,Y
response,Y,Y,Y,Y,N,N
rest,N,Y,Y,N,N,N
restart,Y,Y,Y,Y,N,N
result,N,Y,Y,Y,N,N
resume,Y,Y,N,N,Y,Y
ret,Y,Y,Y,Y,N,N
retire,Y,Y,N,N,Y,Y
reune,N,N,N,N,N,Y
revel,Y,Y,Y,Y,N,N
revender,N,Y,N,N,Y,Y
revenge,Y,Y,Y,Y,N,N
revenue,Y,Y,Y,Y,N,N
rever,Y,Y,Y,N,Y,Y
reverter,N,Y,Y,N,Y,Y
review,Y,Y,Y,Y,N,N
revisor,Y,Y,Y,N,Y,Y
revival,N,Y,Y,N,N,Y
revive,Y,Y,N,N,Y,Y
reviver,Y,Y,N,N,Y,Y
revolver,Y,N,N,N,Y,Y
Rex,Y,N,Y,Y,N,N
ria,Y,Y,N,N,Y,Y
ribe,Y,Y,Y,Y,N,N
Ric,Y,Y,Y,Y,N,N
Ricardo,N,N,Y,Y,N,N
Rich,Y,N,Y,Y,N,N
Richard,Y,N,Y,Y,N,N
Rick,Y,N,Y,Y,N,N
Ricky,Y,N,Y,Y,N,N
riem,Y,N,N,N,Y,Y
rift,Y,Y,Y,Y,N,N
right,N,Y,Y,N,N,N
rigor,Y,Y,Y,N,Y,Y
rim,N,N,Y,N,Y,Y
rima,Y,Y,N,N,Y,Y
Rio,Y,Y,Y,N,N,Y
rip,Y,Y,Y,Y,N,N
Rita,N,N,Y,Y,N,N
ritual,Y,Y,Y,N,Y,Y
rival,Y,Y,Y,N,Y,Y
river,Y,Y,Y,N,N,N
Ro,Y,Y,Y,Y,N,N
road,Y,N,Y,N,N,N
roaming,Y,Y,Y,Y,N,N
Rob,Y,N,Y,Y,N,N
Robert,Y,N,Y,Y,N,N
Roberta,Y,N,Y,Y,N,N
Roberto,N,N,Y,Y,N,N
Robin,Y,N,Y,Y,N,N
robot,Y,Y,Y,Y,N,N
Rochelle,N,Y,Y,Y,N,N
rock,N,Y,Y,Y,Y,Y
rockwork,Y,Y,Y,Y,N,N
rocky,Y,Y,Y,Y,N,N
Rod,Y,N,Y,Y,N,N
rode,N,N,N,Y,Y,Y
roer,Y,N,Y,N,Y,Y
Roger,Y,N,Y,Y,N,N
Roland,N,N,Y,Y,N,N
role,N,N,N,N,Y,Y
roll,Y,N,Y,N,N,N
romance,Y,Y,Y,N,Y,Y
Rome,N,Y,Y,Y,N,N
Romeo,Y,N,Y,Y,N,N
romero,Y,Y,Y,Y,N,N
romper,Y,Y,Y,N,Y,Y
Ron,Y,N,Y,Y,N,N
Ronald,Y,N,Y,Y,N,N
ronco,N,N,N,N,Y,Y
rood,Y,Y,Y,Y,N,N
rool,Y,Y,Y,Y,N,N
roommate,Y,Y,Y,Y,N,N
Roosevelt,Y,N,N,Y,N,N
root,Y,Y,Y,Y,N,N
roque,N,N,N,N,Y,Y
Rosa,Y,Y,Y,N,N,Y
Rosalie,Y,Y,Y,Y,N,N
rose,N,Y,Y,N,N,N
ross,Y,Y,Y,Y,N,N
rota,Y,Y,Y,N,Y,Y
rotula,N,N,N,N,Y,Y
rouge,Y,Y,N,N,N,Y
round,N,N,Y,N,N,N
rover,Y,Y,Y,Y,N,N
Rowland,Y,Y,Y,Y,N,N
rox,Y,Y,Y,Y,N,N
Roxy,Y,Y,Y,Y,N,N
royal,Y,Y,Y,N,N,N
Rua,Y,Y,Y,N,N,Y
ruby,Y,Y,Y,Y,N,N
Rudolf,Y,Y,Y,Y,N,N
Rudolph,Y,N,Y,Y,N,N
Rudy,Y,Y,Y,Y,N,N
Rugby,Y,Y,Y,Y,N,N
rum,Y,Y,N,Y,Y,Y
rumor,Y,Y,N,N,Y,Y
run,Y,Y,Y,N,N,N
running,Y,N,Y,N,N,N
rural,Y,Y,Y,N,Y,Y
rush,Y,N,Y,Y,N,N
Russ,Y,Y,Y,Y,N,N
Russell,N,N,Y,Y,N,N
Russia,Y,N,Y,Y,N,N
Ruth,N,N,N,Y,N,N
ryot,Y,Y,Y,Y,N,N
sa,N,Y,Y,N,N,N
Saad,Y,N,Y,Y,N,N
sab,Y,Y,Y,Y,N,N
sabbath,Y,Y,Y,Y,N,N
sabe,Y,Y,Y,Y,Y,Y
saber,Y,Y,Y,Y,Y,Y
Sabia,Y,Y,N,N,N,Y
sabino,Y,Y,Y,Y,N,N
Sabrina,Y,N,Y,Y,N,N
saco,Y,Y,Y,Y,Y,Y
sacrificial,N,N,N,N,N,Y
sad,Y,Y,Y,N,N,N
safari,N,N,N,N,N,Y
safe,Y,Y,Y,N,N,N
saga,N,Y,Y,N,Y,Y
sah,Y,Y,Y,N,N,N
sai,Y,Y,Y,Y,Y,Y
said,Y,Y,Y,N,N,N
sailor,Y,Y,Y,Y,N,N
sain,Y,Y,Y,Y,N,N
saint,Y,Y,Y,Y,N,N
sair,Y,Y,Y,Y,Y,Y
sal,Y,Y,N,Y,Y,Y
saliva,Y,Y,N,N,Y,Y
Salmo,N,N,Y,Y,N,N
salta,N,N,Y,Y,N,N
salve,Y,Y,N,N,N,Y
salvo,Y,Y,Y,Y,Y,Y
Sam,N,N,Y,Y,N,N
Samantha,Y,Y,Y,Y,N,N
samba,N,Y,N,N,Y,Y
sambaqui,Y,Y,Y,Y,N,N
sambar,N,Y,N,N,Y,Y
same,Y,Y,Y,N,N,N
Samir,Y,Y,Y,Y,N,N
Sammy,Y,N,Y,Y,N,N
samp,Y,Y,Y,Y,N,N
Samuel,N,N,Y,Y,N,N
San,N,N,Y,Y,N,N
Sandra,Y,N,N,Y,N,N
Sandy,Y,Y,Y,Y,N,N
Santa,Y,Y,N,N,N,Y
Santiago,N,N,Y,Y,N,N
Santo,Y,Y,N,N,N,Y
Santos,N,N,N,Y,N,N
sao,N,N,N,N,N,Y
sapa,Y,Y,Y,Y,N,N
sapo,Y,Y,N,N,Y,Y
Sara,N,N,N,N,N,N
Sarada,N,N,N,N,N,Y
Sarah,N,N,Y,N,N,N
sarcasm,Y,Y,Y,Y,N,N
sarna,Y,N,N,N,Y,Y
sarra,N,N,N,N,Y,Y
Satan,Y,N,Y,Y,N,N
Saturday,Y,N,Y,Y,N,N
sauce,Y,Y,Y,Y,N,N
Saul,N,N,Y,N,N,N
saum,Y,Y,Y,Y,N,N
save,Y,Y,Y,N,N,N
sawdust,Y,Y,Y,Y,N,N
sax,Y,N,N,Y,N,N
say,Y,Y,Y,N,N,N
scam,Y,Y,Y,Y,N,N
scan,Y,N,Y,Y,N,N
scandal,Y,Y,Y,Y,N,N
Scania,Y,Y,Y,Y,N,N
scanner,N,Y,N,N,Y,N
scarface,Y,Y,Y,Y,N,N
scarlet,Y,Y,Y,N,N,N
Schistosoma,N,N,N,N,N,Y
schizophrenic,Y,Y,Y,Y,N,N
school,Y,Y,Y,Y,N,N
science,N,Y,Y,Y,N,N
Scotch,Y,Y,Y,Y,N,N
Scott,N,N,Y,Y,N,N
scramble,Y,Y,Y,Y,N,N
scrap,Y,Y,Y,Y,N,N
scrapbook,Y,Y,Y,Y,N,N
scream,Y,Y,Y,Y,N,N
screen,Y,N,Y,Y,N,N
script,N,Y,N,N,Y,N
scroll,Y,Y,Y,Y,N,N
scrum,Y,Y,Y,Y,N,N
scup,Y,Y,Y,Y,N,N
se,Y,Y,Y,Y,Y,Y
seal,Y,Y,Y,N,N,N
Sean,Y,N,Y,Y,N,N
search,Y,Y,Y,Y,N,N
season,Y,Y,Y,N,N,N
Sebastian,Y,N,Y,Y,N,N
sec,Y,Y,Y,N,N,N
second,Y,Y,Y,N,N,N
secos,Y,Y,Y,N,Y,Y
secret,N,Y,Y,N,N,N
secreta,Y,Y,Y,N,Y,Y
secreto,Y,Y,Y,Y,Y,Y
secular,Y,Y,N,N,Y,Y
Sedan,N,Y,Y,N,N,N
see,Y,Y,Y,N,N,N
seen,Y,Y,Y,N,N,N
seg,Y,N,N,Y,N,N
selection,Y,N,Y,Y,N,N
Selena,Y,Y,Y,Y,N,N
semeia,Y,N,N,N,Y,Y
semen,N,N,N,N,N,Y
semi,N,Y,Y,Y,N,N
semifinal,N,Y,Y,N,Y,Y
sen,Y,Y,Y,N,N,N
send,Y,Y,Y,N,N,N
Senegal,Y,Y,Y,Y,N,N
Senna,Y,N,N,Y,N,N
senso,Y,Y,N,N,Y,Y
sensor,N,Y,N,N,Y,Y
sensual,Y,N,N,N,Y,Y
sent,Y,Y,Y,N,N,N
sentimental,Y,Y,N,N,Y,Y
September,Y,Y,Y,Y,N,N
septillion,N,N,N,N,N,Y
sequestra,Y,N,Y,Y,N,N
ser,Y,Y,Y,Y,Y,Y
sera,N,N,N,Y,N,Y
Serena,Y,N,Y,N,N,Y
Seres,N,Y,N,N,N,Y
Serge,Y,N,Y,Y,N,N
Sergio,N,N,Y,Y,N,N
serial,N,Y,Y,N,Y,Y
series,N,N,N,N,Y,Y
seringa,Y,Y,N,N,Y,Y
serio,Y,N,N,N,Y,Y
seriously,Y,Y,Y,Y,N,N
serra,Y,Y,N,N,Y,Y
Serrano,Y,N,Y,Y,N,N
serve,Y,Y,Y,Y,Y,Y
server,Y,N,Y,Y,N,N
service,Y,Y,Y,N,N,N
servidor,Y,Y,Y,N,Y,Y
servo,Y,N,N,Y,Y,Y
set,N,N,Y,N,N,N
seta,Y,N,N,N,Y,Y
Seth,Y,N,Y,N,N,N
sevenfold,Y,Y,Y,N,N,N
sex,Y,N,N,N,N,N
sextar,N,N,N,N,N,Y
sexto,Y,Y,Y,Y,Y,Y
sexual,Y,Y,Y,N,Y,Y
sexy,N,Y,Y,Y,Y,Y
sh,Y,Y,Y,N,N,N
Shai,Y,Y,Y,Y,N,N
shake,Y,Y,Y,N,N,N
shame,N,Y,Y,Y,N,N
shampoo,N,N,N,N,N,Y
shape,Y,Y,Y,Y,N,N
share,Y,N,Y,Y,N,N
shark,Y,Y,Y,Y,N,N
Sharon,Y,N,Y,Y,N,N
sharp,Y,Y,Y,N,N,N
shave,Y,Y,Y,N,N,N
shaw,Y,Y,Y,Y,N,N
Shawn,Y,N,Y,Y,N,N
shay,Y,Y,Y,Y,N,N
she,Y,Y,Y,N,N,N
Sheila,Y,N,Y,Y,N,N
shell,Y,Y,Y,Y,N,N
shepherd,Y,Y,Y,N,N,N
Sheraton,Y,N,Y,Y,N,N
sherlock,Y,Y,Y,Y,N,N
shift,Y,Y,Y,Y,N,N
shiny,Y,Y,Y,Y,N,N
ship,Y,Y,Y,N,N,N
shipper,Y,Y,Y,Y,N,N
shippo,Y,Y,Y,Y,N,N
Shirley,Y,N,Y,Y,N,N
Shoa,Y,Y,Y,Y,N,N
shock,Y,Y,Y,Y,N,N
shogun,Y,Y,N,Y,N,N
shoot,Y,Y,Y,Y,N,N
shop,Y,N,Y,Y,N,N
shopper,Y,Y,Y,Y,N,N
shopping,N,Y,Y,N,Y,Y
shore,Y,Y,Y,N,N,N
short,N,N,N,N,Y,Y
shorts,N,Y,N,N,Y,Y
shot,Y,Y,Y,N,N,N
shotgun,Y,Y,Y,Y,N,N
show,N,Y,Y,Y,Y,Y
showcase,Y,Y,Y,Y,N,N
showing,Y,Y,Y,Y,N,N
shown,Y,Y,Y,N,N,N
si,Y,Y,Y,Y,Y,Y
Sia,Y,Y,Y,Y,N,N
sic,N,N,N,Y,N,N
Sid,Y,N,Y,Y,N,N
side,Y,N,Y,N,N,N
Sidney,Y,N,Y,Y,N,N
sie,Y,Y,Y,N,N,N
sigla,N,Y,N,N,Y,Y
Sigma,Y,N,Y,Y,N,N
Sigmund,Y,N,Y,Y,N,N
Silas,Y,Y,Y,Y,N,N
silence,N,Y,Y,N,N,N
silicone,N,Y,N,N,Y,Y
silva,N,Y,Y,Y,N,N
silver,Y,Y,Y,N,N,N
Silvia,Y,N,N,Y,N,N
Sim,Y,Y,Y,N,N,Y
sima,Y,Y,Y,Y,N,N
similar,N,Y,Y,N,Y,Y
Simon,N,N,N,Y,N,N
simple,Y,Y,Y,Y,N,N
simsim,N,N,N,N,N,Y
simular,Y,Y,Y,N,Y,Y
sin,N,Y,Y,N,N,N
sina,N,N,Y,N,N,N
sinal,Y,Y,Y,Y,Y,Y
since,Y,Y,Y,N,N,N
sinfonia,Y,Y,N,N,Y,Y
singer,Y,Y,Y,Y,N,N
single,Y,N,N,Y,N,N
singles,Y,Y,N,Y,N,N
singular,Y,Y,Y,N,Y,Y
Sinto,Y,Y,Y,N,N,Y
Sir,N,N,N,N,N,N
Sirius,Y,Y,Y,Y,N,N
sis,Y,Y,Y,N,N,N
sist,Y,Y,Y,N,N,N
sister,Y,Y,Y,N,N,N
sit,Y,Y,Y,N,N,N
site,N,N,Y,Y,Y,Y
sitio,N,N,N,N,Y,Y
Sitta,Y,Y,Y,Y,N,N
